(business1)
%/NN	TF:8
spokeswoman/NN	TF:2
take/VB	TF:1
thought/VBD	TF:1
time/NN	TF:2
told/VBD	TF:1
total/NN	TF:1
try/VB	TF:1
vote/NN	TF:1
voters/NNS	TF:1
votes/NNS	TF:1
voting/VBG	TF:1
was/VBD	TF:2
were/VBD	TF:1
working/VBG	TF:1

(politics62)
's/VBZ	TF:5
achievement/NN	TF:1
added/VBD	TF:1
affairs/NNS	TF:1
affecting/VBG	TF:1
age/NN	TF:1
agree/VBP	TF:1
aiming/VBG	TF:1
Anger/NN	TF:1
anti-policy/NN	TF:1
appeared/VBN	TF:1
are/VBP	TF:8
ask/VB	TF:1
Association/NNP	TF:1
attend/VB	TF:1
Azzam/NNP	TF:1
ballot/NN	TF:1
be/VB	TF:9
been/VBN	TF:3
being/VBG	TF:1
believes/VBZ	TF:1
beneficiaries/NNS	TF:1
benefit/VB	TF:1
benefiting/VBG	TF:1
Bethnal/NNP	TF:2
box/NN	TF:1
Britain/NNP	TF:2
case/NN	TF:1
chairman/NN	TF:1
committee/NN	TF:1
community/NN	TF:2
concern/NN	TF:1
concerns/NNS	TF:1
consider/VB	TF:1
considering/VBG	TF:1
constituencies/NNS	TF:3
Council/NNP	TF:1
country/NN	TF:1
Curtice/NNP	TF:3
debated/VBN	TF:1
Democrats/NNPS	TF:2
difference/NN	TF:2
disaffection/NN	TF:1
discuss/VBZ	TF:1
does/VBZ	TF:1
Dr/NNP	TF:4
education/NN	TF:1
election/NN	TF:4
elections/NNS	TF:1
empower/VB	TF:1
erosion/NN	TF:1
event/NN	TF:3
factor/NN	TF:1
falling/VBG	TF:1
Fitzsimons/NNP	TF:1
founded/VBD	TF:1
Galloway/NNP	TF:1
George/NNP	TF:1
going/VBG	TF:2
government/NN	TF:2
Green/NNP	TF:2
had/VBD	TF:1
has/VBZ	TF:5
have/VB	TF:1
have/VBP	TF:3
having/VBG	TF:1
held/VBN	TF:1
ICM/NNP	TF:1
impact/NN	TF:1
influence/VB	TF:1
intention/NN	TF:1
intentions/NNS	TF:1
Iraq/NNP	TF:4
is/VBZ	TF:5
issues/NNS	TF:4
Issues/VBZ	TF:1
John/NNP	TF:1
Khan/NNP	TF:2
King/NNP	TF:1
know/VBP	TF:1
Labour/NNP	TF:10
Lancashire/NNP	TF:1
Liberal/NNP	TF:2
liberties/NNS	TF:1
London/NNP	TF:1
Lorna/NNP	TF:1
lose/VB	TF:1
MAB/NNP	TF:4
mainstream/NN	TF:1
majority/NN	TF:4
make/VB	TF:2
MCB/NNP	TF:2
meaning/VBG	TF:1
meeting/NN	TF:2
message/NN	TF:1
MP/NNP	TF:2
Mr/NNP	TF:1
Muslim/NNP	TF:9
Muslims/NNP	TF:11
Muslims/NNPS	TF:1
number/NN	TF:2
Oona/NNP	TF:1
opposed/VBD	TF:1
organisations/NNS	TF:1
part/NN	TF:1
party/NN	TF:2
place/NN	TF:1
politics/NNS	TF:1
problems/NNS	TF:1
Professor/NNP	TF:3
reason/NN	TF:1
reduced/VBN	TF:1
referred/VBD	TF:1
representatives/NNS	TF:1
Representatives/VBZ	TF:1
research/NN	TF:1
Respect/NNP	TF:2
result/NN	TF:1
risk/NN	TF:1
Rochdale/NNP	TF:2
said/VBD	TF:9
saying/VBG	TF:1
seats/NNS	TF:2
secured/VBN	TF:1
securing/VBG	TF:1
send/VB	TF:1
serve/VB	TF:1
Sher/NNP	TF:1
showed/VBD	TF:1
shown/VBN	TF:1
sitting/VBG	TF:1
situation/NN	TF:1
split/VBN	TF:1
spokesman/NN	TF:2
standing/VBG	TF:1
Strathclyde/NNP	TF:1
stressed/VBD	TF:1
studies/NNS	TF:1
suggested/VBN	TF:1
support/NN	TF:1
survey/NN	TF:1
Tamimi/NNP	TF:4
think/VBP	TF:1
Tories/NNPS	TF:2
Tuesday/NNP	TF:2
UK/NNP	TF:3
University/NNP	TF:1
urged/VBD	TF:1
use/VBP	TF:1
vote/NN	TF:4
vote/VB	TF:2
voted/VBN	TF:1
voters/NNS	TF:2
votes/NNS	TF:1
voting/NN	TF:3
voting/VBG	TF:1
war/NN	TF:4
was/VBD	TF:5
were/VBD	TF:2
year/NN	TF:1

(politics63)
'protect/VB	TF:1
'save/VB	TF:1
added/VBD	TF:1
are/VBP	TF:5
be/VB	TF:3
become/VB	TF:1
been/VBN	TF:2
being/VBG	TF:2
believe/VBP	TF:1
bill/NN	TF:1
Bill/NNP	TF:1
break/NN	TF:1
business/NN	TF:1
campaigning/VBG	TF:1
Christmas/NNP	TF:5
closed/VBD	TF:1
closes/NNS	TF:1
consultation/NN	TF:2
day/NN	TF:1
Day/NNP	TF:8
days/NNS	TF:5
do/VBP	TF:1
Drive/NN	TF:1
Efforts/NNS	TF:1
enjoy/VB	TF:1
ensure/VB	TF:2
everyone/NN	TF:1
evidence/NN	TF:1
fact/NN	TF:1
families/NNS	TF:1
family/NN	TF:1
February/NNP	TF:1
found/VBN	TF:1
friends/NNS	TF:1
given/VBN	TF:1
Hannett/NNP	TF:1
has/VBZ	TF:1
have/VBP	TF:3
holidays/NNS	TF:2
is/VBZ	TF:2
January/NNP	TF:1
John/NNP	TF:1
Karen/NNP	TF:2
made/VBN	TF:1
majority/NN	TF:1
making/VBG	TF:1
members/NNS	TF:1
Ms/NNP	TF:1
MSP/NNP	TF:1
nature/NN	TF:1
New/NNP	TF:4
open/VB	TF:1
opening/VBG	TF:1
part/NN	TF:1
people/NNS	TF:2
public/NN	TF:1
remain/VB	TF:1
remain/VBP	TF:1
responses/NNS	TF:1
rest/NN	TF:1
retailers/NNS	TF:1
roles/NNS	TF:1
said/VBD	TF:2
sale/NN	TF:1
Scotland/NNP	TF:2
season/NN	TF:1
secretary/NN	TF:1
shop/NN	TF:1
shops/NNS	TF:2
shows/VBZ	TF:1
sought/VBN	TF:1
spend/VB	TF:1
starting/VBG	TF:1
stores/NNS	TF:1
streets/NNS	TF:1
Support/NN	TF:1
tell/VB	TF:1
trade/NN	TF:1
trading/NN	TF:1
Trading/NNP	TF:1
union/NN	TF:1
Usdaw/NNP	TF:2
want/VBP	TF:3
wants/VBZ	TF:1
Whitefield/NNP	TF:2
work/NN	TF:1
workers/NNS	TF:3
Year/NNP	TF:4
years/NNS	TF:1

(politics64)
accept/VB	TF:2
accession/NN	TF:1
accord/NN	TF:1
advocate/NN	TF:1
agreed/VBN	TF:1
agreement/NN	TF:1
Ankara/NNP	TF:1
announced/VBN	TF:1
April/NNP	TF:1
are/VBP	TF:1
barred/VBN	TF:2
be/VB	TF:4
been/VBN	TF:1
begin/VB	TF:1
Blair/NNP	TF:5
bow/VB	TF:1
bringing/VBG	TF:1
Britain/NNP	TF:1
Brussels/NNP	TF:1
calling/VBG	TF:1
came/VBD	TF:1
Christian/NNP	TF:1
citizens/NNS	TF:1
co-operates/VBZ	TF:1
controversy/NN	TF:1
country/NN	TF:6
crimes/NNS	TF:1
Croatia/NNP	TF:1
Cypriot/NNP	TF:1
Cyprus/NNP	TF:3
date/NN	TF:1
deal/NN	TF:2
deal/VBP	TF:1
demand/NN	TF:1
demands/NNS	TF:1
did/VBD	TF:1
does/VBZ	TF:2
entry/NN	TF:1
Erdogan/NNP	TF:1
EU/NNP	TF:5
Europe/NNP	TF:1
fact/NN	TF:2
fulfils/VBZ	TF:1
gives/VBZ	TF:1
government/NN	TF:1
guarantee/VB	TF:1
guaranteed/VBN	TF:1
had/VBD	TF:2
hailed/VBN	TF:1
hails/VBZ	TF:1
has/VBZ	TF:3
have/VB	TF:1
having/VBG	TF:1
idea/NN	TF:2
importance/NN	TF:1
insisted/VBN	TF:1
is/VBZ	TF:4
issue/NN	TF:2
issue/VB	TF:1
join/VB	TF:1
joins/VBZ	TF:1
leading/VBG	TF:1
Leaving/VBG	TF:1
limit/VB	TF:1
line/NN	TF:1
mean/VB	TF:2
member/NN	TF:1
membership/NN	TF:3
migration/NN	TF:1
Mr/NNP	TF:3
Muslim/NNP	TF:1
negotiations/NNS	TF:1
occupies/VBZ	TF:1
open/VB	TF:1
part/NN	TF:1
peace/NN	TF:2
people/NNS	TF:1
premier/VBP	TF:1
principle/NN	TF:1
principles/NNS	TF:1
promising/VBG	TF:1
prosperity/NN	TF:2
Recep/NNP	TF:1
recognise/VB	TF:2
recognised/VBN	TF:1
recognising/VBG	TF:1
restrictions/NNS	TF:1
rights/NNS	TF:1
said/VBD	TF:2
sell/VB	TF:1
sign/VB	TF:1
start/VB	TF:1
statement/NN	TF:1
stating/VBG	TF:1
step/NN	TF:1
summit/NN	TF:1
surrounding/VBG	TF:1
tackled/VBN	TF:1
take/VB	TF:1
talks/NNS	TF:4
time/NN	TF:1
Tony/NNP	TF:1
Turkey-EU/NNP	TF:1
Turkey/NNP	TF:10
Turkish/NNP	TF:1
UN/NNP	TF:1
war/NN	TF:1
was/VBD	TF:2
wider/NN	TF:1
work/VB	TF:1
world/NN	TF:2
written/VBN	TF:1
years/NNS	TF:1
Yugoslavia/NNP	TF:1

(politics65)
Abbasi/NNP	TF:2
abused/VBN	TF:1
action/NN	TF:1
activities/NNS	TF:1
added/VBD	TF:1
Affairs/NNP	TF:1
Afghanistan/NNP	TF:1
agreed/VBD	TF:1
Allen/NNP	TF:1
allied/VBN	TF:1
allowed/VBN	TF:2
am/VBP	TF:1
Amnesty/NNP	TF:1
are/VBP	TF:1
assurances/NNS	TF:1
based/VBN	TF:1
basis/NN	TF:1
Bay/NNP	TF:5
BBC/NNP	TF:1
be/VB	TF:5
been/VBN	TF:4
Begg/NNP	TF:1
being/VBG	TF:1
believe/VB	TF:1
believe/VBP	TF:1
believing/VBG	TF:1
Belmar/NNP	TF:1
Britain/NNP	TF:1
camp/NN	TF:1
captured/VBN	TF:1
cases/NNS	TF:1
Christian/NNP	TF:1
circumstances/NNS	TF:1
come/VBN	TF:1
comment/VB	TF:1
condemns/NN	TF:1
conditions/NNS	TF:1
considered/VBD	TF:1
Croydon/NNP	TF:1
Cuba/NNP	TF:1
decisions/NNS	TF:1
demanded/VBD	TF:1
Democrats/NNPS	TF:2
detained/VBN	TF:1
detainee/NN	TF:1
detention/NN	TF:3
director/NN	TF:1
evidence/NN	TF:5
Feroz/NNP	TF:1
find/VBP	TF:1
freed/VBP	TF:1
gained/VBN	TF:1
gathered/VBN	TF:2
government/NN	TF:2
grounds/NNS	TF:1
Guantanamo/NNP	TF:6
had/VBD	TF:1
has/VBZ	TF:5
have/VBP	TF:3
home/NN	TF:2
Home/NNP	TF:3
implementing/VBG	TF:1
inform/VB	TF:1
information/NN	TF:1
International/NNP	TF:1
investigation/NN	TF:1
is/VBZ	TF:4
issue/NN	TF:1
issued/VBN	TF:1
January/NNP	TF:1
Kate/NNP	TF:1
Kingdom/NNP	TF:2
known/VBN	TF:1
leaving/VBG	TF:1
left/VBD	TF:1
letter/NN	TF:3
letters/NNS	TF:1
light/NN	TF:1
London/NNP	TF:2
Louise/NNP	TF:1
Mark/NNP	TF:1
Martin/NNP	TF:1
measures/NNS	TF:1
men/NNS	TF:7
met/VBN	TF:1
Moazzam/NNP	TF:1
move/NN	TF:2
Mr/NNP	TF:2
Mubanga/NNP	TF:2
nationals/NNS	TF:1
News/NNP	TF:1
Oaten/NNP	TF:1
obtained/VBN	TF:1
Office/NNP	TF:2
order/NN	TF:2
others/NNS	TF:1
package/NN	TF:1
pair/NN	TF:1
Parliament/NNP	TF:1
part/NN	TF:3
passport/NN	TF:2
passports/NNS	TF:2
Pentagon/NNP	TF:1
played/VBN	TF:1
policy/NN	TF:1
power/NN	TF:2
Prerogative/NNP	TF:2
prohibits/NNS	TF:1
promised/VBN	TF:1
questioned/VBD	TF:1
questions/NNS	TF:2
raise/VB	TF:1
raised/VBD	TF:1
raised/VBN	TF:1
received/VBN	TF:1
released/VBN	TF:1
residents/NNS	TF:1
Richard/NNP	TF:1
role/NN	TF:1
Royal/NNP	TF:2
said/VBD	TF:6
say/VBP	TF:1
says/VBZ	TF:2
secretary/NN	TF:1
security/NN	TF:1
sent/VBN	TF:2
solicitor/NN	TF:2
spokesman/NN	TF:1
States/NNPS	TF:1
suggested/VBD	TF:1
suspect/VBP	TF:1
take/VB	TF:2
taken/VBN	TF:1
targets/NNS	TF:2
telling/VBG	TF:1
time/NN	TF:3
told/VBD	TF:1
torture/NN	TF:3
tortured/VBN	TF:1
UK/NNP	TF:4
United/NNP	TF:3
US/NNP	TF:3
use/NN	TF:1
used/VBN	TF:2
was/VBD	TF:8
withdraw/VB	TF:1
writing/VBG	TF:1
written/VBN	TF:1
Zambia/NNP	TF:1

(politics66)
access/NN	TF:1
Act/NNP	TF:3
act/VB	TF:1
activists/NNS	TF:1
alliance/NN	TF:1
Alliance/NNP	TF:1
Andrew/NNP	TF:1
appear/VB	TF:1
are/VBP	TF:4
arrested/VBN	TF:1
auctioneer/NN	TF:1
ban/NN	TF:4
be/VB	TF:1
been/VBN	TF:3
Bill/NNP	TF:1
Bow/NNP	TF:1
Bromesberrow/NNP	TF:1
Bryan/NNP	TF:1
bundled/VBN	TF:1
bursting/VBG	TF:1
came/VBD	TF:1
causing/VBG	TF:1
chair/NN	TF:1
chamber/NN	TF:6
charged/VBN	TF:3
charges/NNS	TF:3
Charing/NNP	TF:1
Charles/NNP	TF:1
chef/NN	TF:1
comes/VBZ	TF:1
committing/VBG	TF:1
Commons/NNPS	TF:4
Commons/NNS	TF:1
conduct/NN	TF:1
conference/NN	TF:1
confront/VB	TF:1
continue/VB	TF:1
country/NN	TF:1
Countryside/NNP	TF:1
Court/NNP	TF:1
Cross/NNP	TF:1
David/NNP	TF:1
day/NN	TF:2
debate/NN	TF:2
December/NNP	TF:1
demonstration/NN	TF:1
determine/VB	TF:1
do/VB	TF:1
dogs/NNS	TF:2
done/VBN	TF:2
doorkeeper/NN	TF:1
Eight/NNP	TF:1
Elliot/NNP	TF:1
England/NNP	TF:1
entering/VBG	TF:1
entrance/NN	TF:1
Eton/NNP	TF:1
evening/NN	TF:1
February/NNP	TF:1
Ferry/NNP	TF:3
foot/NN	TF:1
force/NN	TF:1
friend/NN	TF:1
gain/VB	TF:1
get/VB	TF:1
Gloucestershire/NNP	TF:1
had/VBD	TF:4
halted/VBN	TF:1
handcuffed/VBN	TF:1
Harry/NNP	TF:1
Hartpury/NNP	TF:1
have/VB	TF:1
have/VBP	TF:3
held/VBD	TF:1
helped/VBN	TF:1
Herefordshire/NNP	TF:1
Highgrove/NNP	TF:1
holder/NN	TF:1
Holliday/NNP	TF:1
House/NNP	TF:4
Hunt/NNP	TF:1
hunt/VB	TF:1
hunt/VBP	TF:1
hunting/NN	TF:1
Hunting/NNP	TF:1
hunting/VBG	TF:2
hunts/NNS	TF:1
huntsman/NN	TF:1
ignore/VB	TF:1
included/VBD	TF:1
intercepted/VBN	TF:1
interpretations/NNS	TF:1
is/VBZ	TF:2
jockey/NN	TF:1
John/NNP	TF:1
join/VB	TF:1
Knight/NNP	TF:1
law/NN	TF:2
leader/NN	TF:1
led/VBD	TF:1
Ledbury/NNP	TF:2
letter/NN	TF:1
Luke/NNP	TF:1
Magistrates/NNP	TF:1
make/VB	TF:1
Martin/NNP	TF:1
Matthew/NNP	TF:1
meant/VBD	TF:1
meet/VB	TF:1
meets/NNS	TF:1
men/NNS	TF:7
Michael/NNP	TF:1
Monday/NNP	TF:1
MPs/NNP	TF:1
news/NN	TF:1
Nick/NNP	TF:1
nothing/NN	TF:1
November/NNP	TF:1
occurred/VBD	TF:1
offence/NN	TF:5
open/VB	TF:1
Order/NNP	TF:2
others/NNS	TF:1
Otis/NNP	TF:2
Parliament/NNP	TF:3
pass/NN	TF:1
passed/VBN	TF:1
plays/VBZ	TF:1
plead/VB	TF:1
police/NN	TF:3
Police/NNP	TF:1
polo/NN	TF:1
princes/NNS	TF:1
Princes/NNS	TF:1
pro-hunting/NN	TF:1
prosecuted/VBN	TF:2
protest/NN	TF:2
protesters/NNS	TF:3
Public/NNP	TF:2
pupil/NN	TF:1
put/VBN	TF:1
ran/VBD	TF:1
Redvers/NNP	TF:1
regrets/NNS	TF:1
remained/VBD	TF:1
rest/NN	TF:1
Richard/NNP	TF:1
rights/NNS	TF:1
Robert/NNP	TF:1
rock/NN	TF:1
royal/NN	TF:1
said/VBD	TF:9
saying/VBG	TF:1
Section/NNP	TF:1
security/NN	TF:1
September/NNP	TF:2
sheep/NN	TF:1
show/VB	TF:1
Shropshire/NNP	TF:1
solicitor/NN	TF:1
son/NN	TF:1
South/NNP	TF:1
speaker/NN	TF:1
Speaker/NNP	TF:1
spokesman/NN	TF:1
Square/NNP	TF:1
staff/NN	TF:1
stand/VB	TF:1
star/NN	TF:1
Station/NNP	TF:1
stormed/VBD	TF:1
Street/NNP	TF:1
Team/NNP	TF:1
Thame/NNP	TF:1
time/NN	TF:1
Tomlinson/NNP	TF:1
trespassing/VBG	TF:1
tried/VBD	TF:2
use/NN	TF:1
used/VBN	TF:1
Wakeham/NNP	TF:1
Wales/NNP	TF:1
wanted/VBD	TF:1
was/VBD	TF:3
week/NN	TF:1
were/VBD	TF:5
William/NNP	TF:1
Wood/NNP	TF:1
wrestled/VBD	TF:1
York/NNP	TF:1

(politics67)
access/NN	TF:8
activists/NNS	TF:1
added/VBD	TF:1
advice/NN	TF:2
affairs/NNS	TF:1
agreements/NNS	TF:1
aid/NN	TF:1
aim/NN	TF:1
allow/VB	TF:2
anger/NN	TF:1
argued/VBN	TF:1
arrangements/NNS	TF:1
attitude/NN	TF:1
based/VBN	TF:1
BBC/NNP	TF:3
be/VB	TF:6
been/VBN	TF:1
being/VBG	TF:3
Better/NNP	TF:1
Between/NNP	TF:1
bill/NN	TF:2
breach/VBP	TF:1
bring/VB	TF:1
called/VBN	TF:1
case/NN	TF:1
cases/NNS	TF:1
changes/NNS	TF:2
child/NN	TF:1
Child/NNP	TF:1
Children/NNP	TF:1
children/NNS	TF:2
classes/NNS	TF:1
co-parenting/NN	TF:1
collapses/VBZ	TF:1
community/NN	TF:2
comply/VB	TF:1
compulsion/NN	TF:1
compulsory/NN	TF:2
conciliation/NN	TF:1
Conservatives/NNPS	TF:1
considered/VBN	TF:1
contact/VBP	TF:1
couples/NNS	TF:2
court/NN	TF:6
courts/NNS	TF:2
cracks/NNS	TF:1
Curfews/NNS	TF:1
curfews/NNS	TF:1
debate/NN	TF:1
deciding/VBG	TF:1
defied/VBN	TF:1
Democrats/NNPS	TF:1
denied/VBD	TF:1
details/NNS	TF:1
develop/VB	TF:1
disapproval/NN	TF:1
disputes/NNS	TF:3
divided/VBN	TF:1
election/NN	TF:1
enforcing/VBG	TF:1
examples/NNS	TF:1
existing/VBG	TF:1
Extending/VBG	TF:1
Failure/NN	TF:1
Falconer/NNP	TF:3
fall/VBP	TF:1
Families/NNS	TF:1
family/NN	TF:2
fathers/NNS	TF:2
Fathers/NNS	TF:2
fines/NNS	TF:1
flexibility/NN	TF:1
forced/VBN	TF:1
Full/NNP	TF:1
give/VB	TF:2
go/VBP	TF:1
going/VBG	TF:1
got/VBN	TF:1
government/NN	TF:4
group/NN	TF:1
groups/NNS	TF:1
had/VBD	TF:2
have/VB	TF:2
have/VBP	TF:5
having/VBG	TF:1
hearings/NNS	TF:1
help/VB	TF:1
Hodge/NNP	TF:1
hoped/VBD	TF:1
incentives/NNS	TF:1
include/VBP	TF:1
interests/NNS	TF:1
internet/NN	TF:1
intervention/NN	TF:1
is/VBZ	TF:8
Ison/NNP	TF:1
jail/VB	TF:1
Jim/NNP	TF:1
John/NNP	TF:1
Judges/NNS	TF:1
Justice/NNP	TF:1
know/VBP	TF:2
law/NN	TF:1
laws/NNS	TF:1
lead/VB	TF:1
Legal/NNP	TF:1
legislation/NN	TF:2
let/NN	TF:1
like/VB	TF:1
Lord/NNP	TF:3
made/VBN	TF:1
make/VB	TF:1
make/VBP	TF:1
management/NN	TF:1
Margaret/NNP	TF:1
marriage/NN	TF:1
May/NNP	TF:2
measures/NNS	TF:1
mediation/NN	TF:3
medium/NN	TF:1
met/VBN	TF:1
Minister/NNP	TF:1
ministers/NNS	TF:1
Mr/NNP	TF:1
Need/NNP	TF:1
offenders/NNS	TF:1
opposed/VBD	TF:1
option/NN	TF:1
options/NNS	TF:1
order/NN	TF:1
orders/NNS	TF:4
outlined/VBD	TF:1
papering/NN	TF:1
parenting/NN	TF:1
Parenting/VBG	TF:1
Parents/NNS	TF:1
parents/NNS	TF:3
parliament/NN	TF:1
part/NN	TF:1
partners/NNS	TF:1
Parton/NNP	TF:2
pass/VB	TF:1
penalties/NNS	TF:1
people/NNS	TF:2
place/NN	TF:1
plan/NN	TF:1
plans/NNS	TF:5
possibility/NN	TF:1
powers/NNS	TF:1
presumption/NN	TF:1
programme/VBZ	TF:1
property/NN	TF:1
proposals/NNS	TF:2
provide/VB	TF:1
published/VBN	TF:1
Radio/NNP	TF:2
range/NN	TF:1
reached/VBD	TF:1
recognition/NN	TF:1
recycling/VBG	TF:1
reform/NN	TF:1
refuse/VBP	TF:1
resolution/NN	TF:1
resolve/VB	TF:1
resort/NN	TF:2
result/VB	TF:1
revealed/VBN	TF:1
rights/NNS	TF:1
rules/NNS	TF:1
said/VBD	TF:8
saying/VBG	TF:1
says/VBZ	TF:1
secretary/NN	TF:2
see/VB	TF:1
see/VBP	TF:1
seen/VBN	TF:1
separations/NNS	TF:1
service/NN	TF:2
shadow/NN	TF:1
solve/VB	TF:1
something/NN	TF:1
source/NN	TF:1
split/NN	TF:1
spokesman/NN	TF:2
stand/VBP	TF:1
system/NN	TF:1
tagged/VBN	TF:2
Tagging/NN	TF:1
tagging/VBG	TF:1
take/VB	TF:1
taking/VBG	TF:1
targets/NNS	TF:1
telephone/NN	TF:1
telling/VBG	TF:1
Theresa/NNP	TF:1
time/NN	TF:1
Today/NN	TF:2
told/VBD	TF:2
told/VBN	TF:1
Tuesday/NNP	TF:1
used/VBN	TF:2
want/VBP	TF:1
was/VBD	TF:5
weeks/NNS	TF:1
were/VBD	TF:4
worked/VBN	TF:1
year/NN	TF:1

(politics68)
'euthanasia/NNP	TF:1
abused/VBN	TF:1
advance/NN	TF:1
Affairs/NNPS	TF:1
affecting/VBG	TF:1
Age/NNP	TF:1
alliance/NN	TF:1
Alliance/NNP	TF:1
allow/VB	TF:4
Alzheimer/NNP	TF:1
amendment/NN	TF:2
Andrea/NNP	TF:1
are/VBP	TF:7
assets/NNS	TF:1
assisted/VBN	TF:2
Association/NNP	TF:1
attorney/NN	TF:1
Autistic/NNP	TF:1
backing/VBG	TF:1
backs/VBZ	TF:1
battle/NN	TF:1
BBC/NNP	TF:2
be/VB	TF:5
become/VBP	TF:1
becoming/VBG	TF:1
been/VBN	TF:1
behalf/NN	TF:1
being/VBG	TF:2
believed/VBD	TF:1
bill/NN	TF:7
Bill/NNP	TF:4
binding/VBG	TF:1
bring/VB	TF:1
capacity/NN	TF:1
Capacity/NNP	TF:3
cases/NNS	TF:1
challenged/VBN	TF:1
change/VB	TF:2
changed/VBN	TF:1
charities/NNS	TF:1
Christian/NNP	TF:2
claim/NN	TF:1
clarity/NN	TF:2
cleared/VBN	TF:1
CMF/NNP	TF:3
commit/NN	TF:1
Concern/NNP	TF:1
concerned/VBN	TF:1
Constitutional/NNP	TF:1
contains/VBZ	TF:1
course/NN	TF:1
critics/NNS	TF:1
Critics/NNS	TF:1
danger/NN	TF:1
David/NNP	TF:1
death/NN	TF:1
debate/NN	TF:1
debate/VB	TF:2
Debate/VB	TF:1
debated/VBN	TF:1
Decisions/NNP	TF:1
decisions/NNS	TF:5
dementia/NN	TF:1
diagnosis/NN	TF:1
Diane/NNP	TF:1
died/VBD	TF:1
do/VB	TF:1
doctors/NNS	TF:3
Doctors/NNS	TF:1
door/NN	TF:2
Duncan/NNP	TF:1
England/NNP	TF:1
establish/VB	TF:1
euthanasia/NN	TF:5
everybody/NN	TF:1
favour/NN	TF:1
fear/VBP	TF:1
feel/VB	TF:1
Fellowship/NNP	TF:2
Field/NNP	TF:1
fluids/NNS	TF:2
food/NN	TF:2
force/NN	TF:2
Frank/NNP	TF:1
get/VB	TF:1
give/VB	TF:3
gives/VBZ	TF:1
go/VB	TF:1
groups/NNS	TF:1
had/VBD	TF:1
has/VBZ	TF:4
have/VBP	TF:1
help/VB	TF:1
husband/NN	TF:1
Iain/NNP	TF:1
illness/NN	TF:1
includes/VBZ	TF:1
informed/VBN	TF:1
inherit/VB	TF:1
insist/VBP	TF:1
intensified/VBN	TF:1
is/VBZ	TF:1
killing/VBG	TF:1
Labour/NNP	TF:1
lack/VBP	TF:1
Lammy/NNP	TF:2
law/NN	TF:4
laws/NNS	TF:3
Lawyers/NNP	TF:1
LCF/NNP	TF:2
leader/NN	TF:1
legalise/VB	TF:1
legalising/VBG	TF:1
life/NN	TF:1
living/NN	TF:1
living/VBG	TF:1
loopholes/NNS	TF:1
Lords/NNP	TF:1
losing/VBG	TF:1
made/VBN	TF:1
make/VB	TF:4
Making/NNP	TF:1
mean/VB	TF:1
Medical/NNP	TF:2
Mencap/NNP	TF:1
Mental/NNP	TF:3
minister/NN	TF:1
Minister/NNP	TF:1
Ministers/NNS	TF:1
misunderstandings/NNS	TF:1
motor/NN	TF:1
MPs/NNP	TF:5
Mr/NNP	TF:1
National/NNP	TF:1
needed/VBN	TF:1
neurone/NN	TF:1
News/NNP	TF:1
Newsnight/NNP	TF:1
Ninety/NNP	TF:1
omission/NN	TF:1
others/NNS	TF:1
patient/NN	TF:1
patients/NNS	TF:1
Patients/NNS	TF:1
people/NNS	TF:7
Peter/NNP	TF:1
petition/NN	TF:1
power/NN	TF:1
preparing/VBG	TF:1
preserving/VBG	TF:1
pressure/NN	TF:1
presumption/NN	TF:2
Pretty/NNP	TF:1
preventing/VBG	TF:1
programme/NN	TF:1
provide/VB	TF:1
reading/NN	TF:1
refusals/NNS	TF:1
refuse/VB	TF:1
relatives/NNS	TF:1
report/NN	TF:1
rights/NNS	TF:1
safeguards/NNS	TF:2
said/VBD	TF:8
Saunders/NNPS	TF:1
say/VBP	TF:3
saying/VBG	TF:3
series/NN	TF:1
signed/VBN	TF:1
situation/NN	TF:1
Smith/NNP	TF:1
so/VBP	TF:1
Society/NNP	TF:2
somebody/NN	TF:1
stage/NN	TF:1
statement/NN	TF:1
strengthened/VBN	TF:1
suicide/NN	TF:3
support/NN	TF:1
tabled/VBN	TF:1
take/VB	TF:1
think/VBP	TF:1
told/VBD	TF:2
treatment/NN	TF:4
Tuesday/NNP	TF:1
UK/NNP	TF:1
unwise/NN	TF:1
updating/NN	TF:1
vote/NN	TF:1
vote/VB	TF:1
Wales/NNP	TF:1
want/VBP	TF:3
was/VBD	TF:2
were/VBD	TF:1
Williams/NNP	TF:1
wills/NNS	TF:2
withdrawing/VBG	TF:1
withheld/NN	TF:1
withholding/VBG	TF:1
years/NNS	TF:1

(politics69)
're/VBP	TF:1
's/VBZ	TF:1
action/NN	TF:1
added/VBD	TF:1
affairs/NNS	TF:1
age/NN	TF:2
aim/VBP	TF:1
aimed/VBD	TF:1
allow/VB	TF:1
Amicus/NNP	TF:1
April/NNP	TF:1
are/VBP	TF:3
avert/VB	TF:1
averting/VBG	TF:1
avoid/VB	TF:1
balloted/VBN	TF:1
balloting/VBG	TF:1
BBC/NNP	TF:1
be/VB	TF:3
being/VBG	TF:1
believe/VBP	TF:1
Britain/NNP	TF:1
Cape/NNP	TF:1
century/NN	TF:1
changes/NNS	TF:1
choice/NN	TF:5
co-ordinate/VB	TF:1
Commercial/NNP	TF:1
conference/NN	TF:1
confrontation/NN	TF:1
correspondent/NN	TF:3
council/NN	TF:1
days/NNS	TF:1
deal/NN	TF:1
Deputy/NNP	TF:1
drop/NN	TF:1
earmarked/VBN	TF:1
election/NN	TF:1
everyone/NN	TF:1
figures/NNS	TF:1
